TimeStamp,ChargingStatus,CurrentLevel,_time
1666003452,1,70,2022-10-17 16:14:12+05:30
1666003451,1,70,2022-10-17 16:14:11+05:30
1666003450,1,70,2022-10-17 16:14:10+05:30
1666003449,1,70,2022-10-17 16:14:09+05:30
1666003448,1,70,2022-10-17 16:14:08+05:30
1666003447,1,70,2022-10-17 16:14:07+05:30
1666003446,1,70,2022-10-17 16:14:06+05:30
1666003445,1,70,2022-10-17 16:14:05+05:30
1666003444,1,70,2022-10-17 16:14:04+05:30
1666003443,1,70,2022-10-17 16:14:03+05:30
1666003442,1,70,2022-10-17 16:14:02+05:30
1666003441,1,70,2022-10-17 16:14:01+05:30
1666003440,1,70,2022-10-17 16:14:00+05:30
1666003439,1,70,2022-10-17 16:13:59+05:30
1666003438,1,70,2022-10-17 16:13:58+05:30
1666003437,1,70,2022-10-17 16:13:57+05:30
1666003436,1,70,2022-10-17 16:13:56+05:30
1666003435,1,70,2022-10-17 16:13:55+05:30
1666003434,1,70,2022-10-17 16:13:54+05:30
1666003433,1,70,2022-10-17 16:13:53+05:30
1666003432,1,70,2022-10-17 16:13:52+05:30
1666003431,1,70,2022-10-17 16:13:51+05:30
1666003430,1,70,2022-10-17 16:13:50+05:30
1666003429,1,70,2022-10-17 16:13:49+05:30
1666003428,1,70,2022-10-17 16:13:48+05:30
1666003427,1,70,2022-10-17 16:13:47+05:30
1666003426,1,70,2022-10-17 16:13:46+05:30
1666003425,1,70,2022-10-17 16:13:45+05:30
1666003424,1,70,2022-10-17 16:13:44+05:30
1666003423,1,70,2022-10-17 16:13:43+05:30
1666003422,1,70,2022-10-17 16:13:42+05:30
1666003421,1,70,2022-10-17 16:13:41+05:30
1666003419,1,70,2022-10-17 16:13:39+05:30
1666003418,1,70,2022-10-17 16:13:38+05:30
1666003417,1,70,2022-10-17 16:13:37+05:30
1666003416,1,70,2022-10-17 16:13:36+05:30
1666003415,1,70,2022-10-17 16:13:35+05:30
1666003414,1,70,2022-10-17 16:13:34+05:30
1666003413,1,70,2022-10-17 16:13:33+05:30
1666003412,1,70,2022-10-17 16:13:32+05:30
1666003411,1,70,2022-10-17 16:13:31+05:30
1666003410,1,70,2022-10-17 16:13:30+05:30
1666003409,1,70,2022-10-17 16:13:29+05:30
1666003408,1,70,2022-10-17 16:13:28+05:30
1666003407,1,70,2022-10-17 16:13:27+05:30
1666003406,1,70,2022-10-17 16:13:26+05:30
1666003405,1,70,2022-10-17 16:13:25+05:30
1666003404,1,70,2022-10-17 16:13:24+05:30
1666003403,1,70,2022-10-17 16:13:23+05:30
1666003402,1,70,2022-10-17 16:13:22+05:30
1666003401,1,70,2022-10-17 16:13:21+05:30
1666003400,1,70,2022-10-17 16:13:20+05:30
1666003399,1,70,2022-10-17 16:13:19+05:30
1666003398,1,70,2022-10-17 16:13:18+05:30
1666003397,1,70,2022-10-17 16:13:17+05:30
1666003396,1,70,2022-10-17 16:13:16+05:30
1666003395,1,70,2022-10-17 16:13:15+05:30
1666003394,1,70,2022-10-17 16:13:14+05:30
1666003393,1,70,2022-10-17 16:13:13+05:30
1666003392,1,70,2022-10-17 16:13:12+05:30
1666003391,1,70,2022-10-17 16:13:11+05:30
1666003390,1,70,2022-10-17 16:13:10+05:30
1666003389,1,70,2022-10-17 16:13:09+05:30
1666003388,1,70,2022-10-17 16:13:08+05:30
1666003387,1,70,2022-10-17 16:13:07+05:30
1666003386,1,70,2022-10-17 16:13:06+05:30
1666003385,1,70,2022-10-17 16:13:05+05:30
1666003384,1,70,2022-10-17 16:13:04+05:30
1666003383,1,70,2022-10-17 16:13:03+05:30
1666003382,1,70,2022-10-17 16:13:02+05:30
1666003381,1,70,2022-10-17 16:13:01+05:30
1666003380,1,71,2022-10-17 16:13:00+05:30
1666003379,1,71,2022-10-17 16:12:59+05:30
1666003378,1,71,2022-10-17 16:12:58+05:30
1666003377,1,71,2022-10-17 16:12:57+05:30
1666003376,1,71,2022-10-17 16:12:56+05:30
1666003375,1,71,2022-10-17 16:12:55+05:30
1666003374,1,71,2022-10-17 16:12:54+05:30
1666003373,1,71,2022-10-17 16:12:53+05:30
1666003371,1,71,2022-10-17 16:12:51+05:30
1666003370,1,71,2022-10-17 16:12:50+05:30
1666003369,1,71,2022-10-17 16:12:49+05:30
1666003368,1,71,2022-10-17 16:12:48+05:30
1666003367,1,71,2022-10-17 16:12:47+05:30
1666003366,1,71,2022-10-17 16:12:46+05:30
1666003365,1,71,2022-10-17 16:12:45+05:30
1666003364,1,71,2022-10-17 16:12:44+05:30
1666003363,1,71,2022-10-17 16:12:43+05:30
1666003362,1,71,2022-10-17 16:12:42+05:30
1666003361,1,71,2022-10-17 16:12:41+05:30
1666003360,1,71,2022-10-17 16:12:40+05:30
1666003359,1,71,2022-10-17 16:12:39+05:30
1666003358,1,71,2022-10-17 16:12:38+05:30
1666003357,1,71,2022-10-17 16:12:37+05:30
1666003356,1,71,2022-10-17 16:12:36+05:30
1666003355,1,71,2022-10-17 16:12:35+05:30
1666003354,1,71,2022-10-17 16:12:34+05:30
1666003353,1,71,2022-10-17 16:12:33+05:30
1666003352,1,71,2022-10-17 16:12:32+05:30
1666003351,1,71,2022-10-17 16:12:31+05:30
1666003350,1,71,2022-10-17 16:12:30+05:30
1666003349,1,71,2022-10-17 16:12:29+05:30
1666003348,1,71,2022-10-17 16:12:28+05:30
1666003347,1,71,2022-10-17 16:12:27+05:30
1666003346,1,71,2022-10-17 16:12:26+05:30
1666003345,1,71,2022-10-17 16:12:25+05:30
1666003344,1,71,2022-10-17 16:12:24+05:30
1666003343,1,71,2022-10-17 16:12:23+05:30
1666003342,1,71,2022-10-17 16:12:22+05:30
1666003341,1,71,2022-10-17 16:12:21+05:30
1666003340,1,71,2022-10-17 16:12:20+05:30
1666003339,1,71,2022-10-17 16:12:19+05:30
1666003338,1,71,2022-10-17 16:12:18+05:30
1666003337,1,71,2022-10-17 16:12:17+05:30
1666003336,1,71,2022-10-17 16:12:16+05:30
1666003335,1,71,2022-10-17 16:12:15+05:30
1666003334,1,71,2022-10-17 16:12:14+05:30
1666003333,1,71,2022-10-17 16:12:13+05:30
1666003332,1,71,2022-10-17 16:12:12+05:30
1666003331,1,71,2022-10-17 16:12:11+05:30
1666003330,1,71,2022-10-17 16:12:10+05:30
1666003329,1,71,2022-10-17 16:12:09+05:30
1666003328,1,71,2022-10-17 16:12:08+05:30
1666003327,1,71,2022-10-17 16:12:07+05:30
1666003326,1,71,2022-10-17 16:12:06+05:30
1666003325,1,71,2022-10-17 16:12:05+05:30
1666003323,1,71,2022-10-17 16:12:03+05:30
1666003322,1,71,2022-10-17 16:12:02+05:30
1666003321,1,71,2022-10-17 16:12:01+05:30
1666003320,1,71,2022-10-17 16:12:00+05:30
1666003319,1,71,2022-10-17 16:11:59+05:30
1666003318,1,71,2022-10-17 16:11:58+05:30
1666003317,1,71,2022-10-17 16:11:57+05:30
1666003316,1,71,2022-10-17 16:11:56+05:30
1666003315,1,71,2022-10-17 16:11:55+05:30
1666003314,1,71,2022-10-17 16:11:54+05:30
1666003313,1,71,2022-10-17 16:11:53+05:30
1666003312,1,71,2022-10-17 16:11:52+05:30
1666003311,1,71,2022-10-17 16:11:51+05:30
1666003310,1,71,2022-10-17 16:11:50+05:30
1666003309,1,71,2022-10-17 16:11:49+05:30
1666003308,1,71,2022-10-17 16:11:48+05:30
1666003307,1,71,2022-10-17 16:11:47+05:30
1666003306,1,71,2022-10-17 16:11:46+05:30
1666003305,1,71,2022-10-17 16:11:45+05:30
1666003304,1,71,2022-10-17 16:11:44+05:30
1666003303,1,71,2022-10-17 16:11:43+05:30
1666003302,1,71,2022-10-17 16:11:42+05:30
1666003301,1,71,2022-10-17 16:11:41+05:30
1666003300,1,71,2022-10-17 16:11:40+05:30
1666003299,1,71,2022-10-17 16:11:39+05:30
1666003298,1,71,2022-10-17 16:11:38+05:30
1666003297,1,71,2022-10-17 16:11:37+05:30
1666003296,1,71,2022-10-17 16:11:36+05:30
1666003295,1,71,2022-10-17 16:11:35+05:30
1666003294,1,71,2022-10-17 16:11:34+05:30
1666003293,1,71,2022-10-17 16:11:33+05:30
1666003292,1,71,2022-10-17 16:11:32+05:30
1666003291,1,71,2022-10-17 16:11:31+05:30
1666003290,1,71,2022-10-17 16:11:30+05:30
1666003289,1,71,2022-10-17 16:11:29+05:30
1666003288,1,71,2022-10-17 16:11:28+05:30
1666003287,1,71,2022-10-17 16:11:27+05:30
1666003286,1,71,2022-10-17 16:11:26+05:30
1666003285,1,71,2022-10-17 16:11:25+05:30
1666003284,1,71,2022-10-17 16:11:24+05:30
1666003283,1,71,2022-10-17 16:11:23+05:30
1666003282,1,71,2022-10-17 16:11:22+05:30
1666003281,1,71,2022-10-17 16:11:21+05:30
1666003280,1,71,2022-10-17 16:11:20+05:30
1666003279,1,71,2022-10-17 16:11:19+05:30
1666003278,1,71,2022-10-17 16:11:18+05:30
1666003277,1,71,2022-10-17 16:11:17+05:30
1666003275,1,71,2022-10-17 16:11:15+05:30
1666003274,1,71,2022-10-17 16:11:14+05:30
1666003273,1,72,2022-10-17 16:11:13+05:30
1666003272,1,72,2022-10-17 16:11:12+05:30
1666003271,1,72,2022-10-17 16:11:11+05:30
1666003270,1,72,2022-10-17 16:11:10+05:30
1666003269,1,72,2022-10-17 16:11:09+05:30
1666003268,1,72,2022-10-17 16:11:08+05:30
1666003267,1,72,2022-10-17 16:11:07+05:30
1666003266,1,72,2022-10-17 16:11:06+05:30
1666003265,1,72,2022-10-17 16:11:05+05:30
1666003264,1,72,2022-10-17 16:11:04+05:30
1666003263,1,72,2022-10-17 16:11:03+05:30
1666003262,1,72,2022-10-17 16:11:02+05:30
1666003261,1,72,2022-10-17 16:11:01+05:30
1666003260,1,72,2022-10-17 16:11:00+05:30
1666003259,1,72,2022-10-17 16:10:59+05:30
1666003258,1,72,2022-10-17 16:10:58+05:30
1666003257,1,72,2022-10-17 16:10:57+05:30
1666003256,1,72,2022-10-17 16:10:56+05:30
1666003255,1,72,2022-10-17 16:10:55+05:30
1666003254,1,72,2022-10-17 16:10:54+05:30
1666003253,1,72,2022-10-17 16:10:53+05:30
1666003252,1,72,2022-10-17 16:10:52+05:30
1666003251,1,72,2022-10-17 16:10:51+05:30
1666003250,1,72,2022-10-17 16:10:50+05:30
1666003249,1,72,2022-10-17 16:10:49+05:30
1666003248,1,72,2022-10-17 16:10:48+05:30
1666003247,1,72,2022-10-17 16:10:47+05:30
1666003246,1,72,2022-10-17 16:10:46+05:30
1666003245,1,72,2022-10-17 16:10:45+05:30
1666003244,1,72,2022-10-17 16:10:44+05:30
1666003243,1,72,2022-10-17 16:10:43+05:30
1666003242,1,72,2022-10-17 16:10:42+05:30
1666003241,1,72,2022-10-17 16:10:41+05:30
1666003240,1,72,2022-10-17 16:10:40+05:30
1666003239,1,72,2022-10-17 16:10:39+05:30
1666003238,1,72,2022-10-17 16:10:38+05:30
1666003237,1,72,2022-10-17 16:10:37+05:30
1666003236,1,72,2022-10-17 16:10:36+05:30
1666003235,1,72,2022-10-17 16:10:35+05:30
1666003234,1,72,2022-10-17 16:10:34+05:30
1666003233,1,72,2022-10-17 16:10:33+05:30
1666003232,1,72,2022-10-17 16:10:32+05:30
1666003231,1,72,2022-10-17 16:10:31+05:30
1666003230,1,72,2022-10-17 16:10:30+05:30
1666003229,1,72,2022-10-17 16:10:29+05:30
1666003227,1,72,2022-10-17 16:10:27+05:30
1666003226,1,72,2022-10-17 16:10:26+05:30
1666003225,1,72,2022-10-17 16:10:25+05:30
1666003224,1,72,2022-10-17 16:10:24+05:30
1666003223,1,72,2022-10-17 16:10:23+05:30
1666003222,1,72,2022-10-17 16:10:22+05:30
1666003221,1,72,2022-10-17 16:10:21+05:30
1666003220,1,72,2022-10-17 16:10:20+05:30
1666003219,1,72,2022-10-17 16:10:19+05:30
1666003218,1,72,2022-10-17 16:10:18+05:30
1666003217,1,72,2022-10-17 16:10:17+05:30
1666003216,1,72,2022-10-17 16:10:16+05:30
1666003215,1,72,2022-10-17 16:10:15+05:30
1666003214,1,72,2022-10-17 16:10:14+05:30
1666003213,1,72,2022-10-17 16:10:13+05:30
1666003212,1,72,2022-10-17 16:10:12+05:30
1666003211,1,72,2022-10-17 16:10:11+05:30
1666003210,1,72,2022-10-17 16:10:10+05:30
1666003209,1,72,2022-10-17 16:10:09+05:30
1666003208,1,72,2022-10-17 16:10:08+05:30
1666003207,1,72,2022-10-17 16:10:07+05:30
1666003206,1,72,2022-10-17 16:10:06+05:30
1666003205,1,72,2022-10-17 16:10:05+05:30
1666003204,1,72,2022-10-17 16:10:04+05:30
1666003203,1,72,2022-10-17 16:10:03+05:30
1666003202,1,72,2022-10-17 16:10:02+05:30
1666003201,1,72,2022-10-17 16:10:01+05:30
1666003200,1,72,2022-10-17 16:10:00+05:30
1666003199,1,72,2022-10-17 16:09:59+05:30
1666003198,1,72,2022-10-17 16:09:58+05:30
1666003197,1,72,2022-10-17 16:09:57+05:30
1666003196,1,72,2022-10-17 16:09:56+05:30
1666003195,1,72,2022-10-17 16:09:55+05:30
1666003194,1,72,2022-10-17 16:09:54+05:30
1666003193,1,72,2022-10-17 16:09:53+05:30
1666003192,1,72,2022-10-17 16:09:52+05:30
1666003191,1,72,2022-10-17 16:09:51+05:30
1666003190,1,72,2022-10-17 16:09:50+05:30
1666003189,1,72,2022-10-17 16:09:49+05:30
1666003188,1,72,2022-10-17 16:09:48+05:30
1666003187,1,72,2022-10-17 16:09:47+05:30
1666003186,1,72,2022-10-17 16:09:46+05:30
1666003185,1,72,2022-10-17 16:09:45+05:30
1666003184,1,72,2022-10-17 16:09:44+05:30
1666003183,1,72,2022-10-17 16:09:43+05:30
1666003182,1,72,2022-10-17 16:09:42+05:30
1666003181,1,72,2022-10-17 16:09:41+05:30
1666003179,1,72,2022-10-17 16:09:39+05:30
1666003178,1,72,2022-10-17 16:09:38+05:30
1666003177,1,72,2022-10-17 16:09:37+05:30
1666003176,1,72,2022-10-17 16:09:36+05:30
1666003175,1,72,2022-10-17 16:09:35+05:30
1666003174,1,72,2022-10-17 16:09:34+05:30
1666003173,1,72,2022-10-17 16:09:33+05:30
1666003172,1,72,2022-10-17 16:09:32+05:30
1666003171,1,72,2022-10-17 16:09:31+05:30
1666003170,1,72,2022-10-17 16:09:30+05:30
1666003169,1,72,2022-10-17 16:09:29+05:30
1666003168,1,72,2022-10-17 16:09:28+05:30
1666003167,1,72,2022-10-17 16:09:27+05:30
1666003166,1,73,2022-10-17 16:09:26+05:30
1666003165,1,73,2022-10-17 16:09:25+05:30
1666003164,1,73,2022-10-17 16:09:24+05:30
1666003163,1,73,2022-10-17 16:09:23+05:30
1666003162,1,73,2022-10-17 16:09:22+05:30
1666003161,1,73,2022-10-17 16:09:21+05:30
1666003160,1,73,2022-10-17 16:09:20+05:30
1666003159,1,73,2022-10-17 16:09:19+05:30
1666003158,1,73,2022-10-17 16:09:18+05:30
1666003157,1,73,2022-10-17 16:09:17+05:30
1666003156,1,73,2022-10-17 16:09:16+05:30
1666003155,1,73,2022-10-17 16:09:15+05:30
1666003154,1,73,2022-10-17 16:09:14+05:30
1666003153,1,73,2022-10-17 16:09:13+05:30
1666003152,1,73,2022-10-17 16:09:12+05:30
1666003151,1,73,2022-10-17 16:09:11+05:30
1666003150,1,73,2022-10-17 16:09:10+05:30
1666003149,1,73,2022-10-17 16:09:09+05:30
1666003148,1,73,2022-10-17 16:09:08+05:30
1666003147,1,73,2022-10-17 16:09:07+05:30
1666003146,1,73,2022-10-17 16:09:06+05:30
1666003145,1,73,2022-10-17 16:09:05+05:30
1666003144,1,73,2022-10-17 16:09:04+05:30
1666003143,1,73,2022-10-17 16:09:03+05:30
1666003142,1,73,2022-10-17 16:09:02+05:30
1666003141,1,73,2022-10-17 16:09:01+05:30
1666003140,1,73,2022-10-17 16:09:00+05:30
1666003139,1,73,2022-10-17 16:08:59+05:30
1666003138,1,73,2022-10-17 16:08:58+05:30
1666003137,1,73,2022-10-17 16:08:57+05:30
1666003136,1,73,2022-10-17 16:08:56+05:30
1666003135,1,73,2022-10-17 16:08:55+05:30
1666003134,1,73,2022-10-17 16:08:54+05:30
1666003133,1,73,2022-10-17 16:08:53+05:30
1666003132,1,73,2022-10-17 16:08:52+05:30
1666003131,1,73,2022-10-17 16:08:51+05:30
1666003129,1,73,2022-10-17 16:08:49+05:30
1666003128,1,73,2022-10-17 16:08:48+05:30
1666003127,1,73,2022-10-17 16:08:47+05:30
1666003126,1,73,2022-10-17 16:08:46+05:30
1666003125,1,73,2022-10-17 16:08:45+05:30
1666003124,1,73,2022-10-17 16:08:44+05:30
1666003123,1,73,2022-10-17 16:08:43+05:30
1666003122,1,73,2022-10-17 16:08:42+05:30
1666003121,1,73,2022-10-17 16:08:41+05:30
1666003120,1,73,2022-10-17 16:08:40+05:30
1666003119,1,73,2022-10-17 16:08:39+05:30
1666003118,1,73,2022-10-17 16:08:38+05:30
1666003117,1,73,2022-10-17 16:08:37+05:30
1666003116,1,73,2022-10-17 16:08:36+05:30
1666003115,1,73,2022-10-17 16:08:35+05:30
1666003114,1,73,2022-10-17 16:08:34+05:30
1666003113,1,73,2022-10-17 16:08:33+05:30
1666003112,1,73,2022-10-17 16:08:32+05:30
1666003111,1,73,2022-10-17 16:08:31+05:30
1666003110,1,73,2022-10-17 16:08:30+05:30
1666003109,1,73,2022-10-17 16:08:29+05:30
1666003108,1,73,2022-10-17 16:08:28+05:30
1666003107,1,73,2022-10-17 16:08:27+05:30
1666003106,1,73,2022-10-17 16:08:26+05:30
1666003105,1,73,2022-10-17 16:08:25+05:30
1666003104,1,73,2022-10-17 16:08:24+05:30
1666003103,1,73,2022-10-17 16:08:23+05:30
1666003102,1,73,2022-10-17 16:08:22+05:30
1666003101,1,73,2022-10-17 16:08:21+05:30
1666003100,1,73,2022-10-17 16:08:20+05:30
1666003099,1,73,2022-10-17 16:08:19+05:30
1666003098,1,73,2022-10-17 16:08:18+05:30
1666003097,1,73,2022-10-17 16:08:17+05:30
1666003096,1,73,2022-10-17 16:08:16+05:30
1666003095,1,73,2022-10-17 16:08:15+05:30
1666003094,1,73,2022-10-17 16:08:14+05:30
1666003093,1,73,2022-10-17 16:08:13+05:30
1666003092,1,73,2022-10-17 16:08:12+05:30
1666003091,1,73,2022-10-17 16:08:11+05:30
1666003090,1,73,2022-10-17 16:08:10+05:30
1666003089,1,73,2022-10-17 16:08:09+05:30
1666003088,1,73,2022-10-17 16:08:08+05:30
1666003087,1,73,2022-10-17 16:08:07+05:30
1666003086,1,73,2022-10-17 16:08:06+05:30
1666003085,1,73,2022-10-17 16:08:05+05:30
1666003084,1,73,2022-10-17 16:08:04+05:30
1666003083,1,73,2022-10-17 16:08:03+05:30
1666003081,1,73,2022-10-17 16:08:01+05:30
1666003080,1,73,2022-10-17 16:08:00+05:30
1666003079,1,73,2022-10-17 16:07:59+05:30
1666003078,1,73,2022-10-17 16:07:58+05:30
1666003077,1,73,2022-10-17 16:07:57+05:30
1666003076,1,73,2022-10-17 16:07:56+05:30
1666003075,1,73,2022-10-17 16:07:55+05:30
1666003074,1,73,2022-10-17 16:07:54+05:30
1666003073,1,73,2022-10-17 16:07:53+05:30
1666003072,1,73,2022-10-17 16:07:52+05:30
1666003071,1,73,2022-10-17 16:07:51+05:30
1666003070,1,73,2022-10-17 16:07:50+05:30
1666003069,1,73,2022-10-17 16:07:49+05:30
1666003068,1,73,2022-10-17 16:07:48+05:30
1666003067,1,73,2022-10-17 16:07:47+05:30
1666003066,1,73,2022-10-17 16:07:46+05:30
1666003065,1,73,2022-10-17 16:07:45+05:30
1666003064,1,73,2022-10-17 16:07:44+05:30
1666003063,1,73,2022-10-17 16:07:43+05:30
1666003062,1,73,2022-10-17 16:07:42+05:30
1666003061,1,73,2022-10-17 16:07:41+05:30
1666003060,1,74,2022-10-17 16:07:40+05:30
1666003059,1,74,2022-10-17 16:07:39+05:30
1666003058,1,74,2022-10-17 16:07:38+05:30
1666003057,1,74,2022-10-17 16:07:37+05:30
1666003056,1,74,2022-10-17 16:07:36+05:30
1666003055,1,74,2022-10-17 16:07:35+05:30
1666003054,1,74,2022-10-17 16:07:34+05:30
1666003053,1,74,2022-10-17 16:07:33+05:30
1666003052,1,74,2022-10-17 16:07:32+05:30
1666003051,1,74,2022-10-17 16:07:31+05:30
1666003050,1,74,2022-10-17 16:07:30+05:30
1666003049,1,74,2022-10-17 16:07:29+05:30
1666003048,1,74,2022-10-17 16:07:28+05:30
1666003047,1,74,2022-10-17 16:07:27+05:30
1666003046,1,74,2022-10-17 16:07:26+05:30
1666003045,1,74,2022-10-17 16:07:25+05:30
1666003044,1,74,2022-10-17 16:07:24+05:30
1666003043,1,74,2022-10-17 16:07:23+05:30
1666003042,1,74,2022-10-17 16:07:22+05:30
1666003041,1,74,2022-10-17 16:07:21+05:30
1666003040,1,74,2022-10-17 16:07:20+05:30
1666003038,1,74,2022-10-17 16:07:18+05:30
1666003037,1,74,2022-10-17 16:07:17+05:30
1666003036,1,74,2022-10-17 16:07:16+05:30
1666003035,1,74,2022-10-17 16:07:15+05:30
1666003034,1,74,2022-10-17 16:07:14+05:30
1666003033,1,74,2022-10-17 16:07:13+05:30
1666003032,1,74,2022-10-17 16:07:12+05:30
1666003031,1,74,2022-10-17 16:07:11+05:30
1666003030,1,74,2022-10-17 16:07:10+05:30
1666003029,1,74,2022-10-17 16:07:09+05:30
1666003028,1,74,2022-10-17 16:07:08+05:30
1666003027,1,74,2022-10-17 16:07:07+05:30
1666003026,1,74,2022-10-17 16:07:06+05:30
1666003025,1,74,2022-10-17 16:07:05+05:30
1666003024,1,74,2022-10-17 16:07:04+05:30
1666003023,1,74,2022-10-17 16:07:03+05:30
1666003022,1,74,2022-10-17 16:07:02+05:30
1666003021,1,74,2022-10-17 16:07:01+05:30
1666003020,1,74,2022-10-17 16:07:00+05:30
1666003019,1,74,2022-10-17 16:06:59+05:30
1666003018,1,74,2022-10-17 16:06:58+05:30
1666003017,1,74,2022-10-17 16:06:57+05:30
1666003016,1,74,2022-10-17 16:06:56+05:30
1666003015,1,74,2022-10-17 16:06:55+05:30
1666003014,1,74,2022-10-17 16:06:54+05:30
1666003013,1,74,2022-10-17 16:06:53+05:30
1666003012,1,74,2022-10-17 16:06:52+05:30
1666003011,1,74,2022-10-17 16:06:51+05:30
1666003010,1,74,2022-10-17 16:06:50+05:30
1666003009,1,74,2022-10-17 16:06:49+05:30
1666003008,1,74,2022-10-17 16:06:48+05:30
1666003007,1,74,2022-10-17 16:06:47+05:30
1666003006,1,74,2022-10-17 16:06:46+05:30
1666003005,1,74,2022-10-17 16:06:45+05:30
1666003004,1,74,2022-10-17 16:06:44+05:30
1666003003,1,74,2022-10-17 16:06:43+05:30
1666003002,1,74,2022-10-17 16:06:42+05:30
1666003001,1,74,2022-10-17 16:06:41+05:30
1666003000,1,74,2022-10-17 16:06:40+05:30
1666002999,1,74,2022-10-17 16:06:39+05:30
1666002998,1,74,2022-10-17 16:06:38+05:30
1666002997,1,74,2022-10-17 16:06:37+05:30
1666002996,1,74,2022-10-17 16:06:36+05:30
1666002995,1,74,2022-10-17 16:06:35+05:30
1666002994,1,74,2022-10-17 16:06:34+05:30
1666002993,1,74,2022-10-17 16:06:33+05:30
1666002992,1,74,2022-10-17 16:06:32+05:30
1666002990,1,74,2022-10-17 16:06:30+05:30
1666002989,1,74,2022-10-17 16:06:29+05:30
1666002988,1,74,2022-10-17 16:06:28+05:30
1666002987,1,74,2022-10-17 16:06:27+05:30
1666002986,1,74,2022-10-17 16:06:26+05:30
1666002985,1,74,2022-10-17 16:06:25+05:30
1666002984,1,74,2022-10-17 16:06:24+05:30
1666002983,1,74,2022-10-17 16:06:23+05:30
1666002982,1,74,2022-10-17 16:06:22+05:30
1666002981,1,74,2022-10-17 16:06:21+05:30
1666002980,1,74,2022-10-17 16:06:20+05:30
1666002979,1,74,2022-10-17 16:06:19+05:30
1666002978,1,74,2022-10-17 16:06:18+05:30
1666002977,1,74,2022-10-17 16:06:17+05:30
1666002976,1,74,2022-10-17 16:06:16+05:30
1666002975,1,74,2022-10-17 16:06:15+05:30
1666002974,1,74,2022-10-17 16:06:14+05:30
1666002973,1,74,2022-10-17 16:06:13+05:30
1666002972,1,74,2022-10-17 16:06:12+05:30
1666002971,1,74,2022-10-17 16:06:11+05:30
1666002970,1,74,2022-10-17 16:06:10+05:30
1666002969,1,75,2022-10-17 16:06:09+05:30
1666002968,1,75,2022-10-17 16:06:08+05:30
1666002967,1,75,2022-10-17 16:06:07+05:30
1666002966,1,75,2022-10-17 16:06:06+05:30
1666002965,1,75,2022-10-17 16:06:05+05:30
1666002964,1,75,2022-10-17 16:06:04+05:30
1666002963,1,75,2022-10-17 16:06:03+05:30
1666002962,1,75,2022-10-17 16:06:02+05:30
1666002961,1,75,2022-10-17 16:06:01+05:30
1666002960,1,75,2022-10-17 16:06:00+05:30
1666002959,1,75,2022-10-17 16:05:59+05:30
1666002958,1,75,2022-10-17 16:05:58+05:30
1666002957,1,75,2022-10-17 16:05:57+05:30
1666002956,1,75,2022-10-17 16:05:56+05:30
1666002955,1,75,2022-10-17 16:05:55+05:30
1666002954,1,75,2022-10-17 16:05:54+05:30
1666002953,1,75,2022-10-17 16:05:53+05:30
1666002952,1,75,2022-10-17 16:05:52+05:30
1666002951,1,75,2022-10-17 16:05:51+05:30
1666002950,1,75,2022-10-17 16:05:50+05:30
